relation_idx,relation_name,source_factor,donor_factor,n_attempted,n_eligible,n_success,n_success_exact,n_top1_hits,n_top1_hits_exact,n_top5_hits,n_top5_hits_exact,success_rate,success_exact_rate,eligible_success_rate,eligible_success_exact_rate,top1_hit_rate,top1_hit_exact_rate,top1_is_donor_rate,top1_is_donor_exact_rate,top5_hit_rate,top5_hit_exact_rate,eligible_top5_hit_rate,eligible_top5_hit_exact_rate,mean_p_source_clean,mean_p_source_steered,mean_p_donor_clean,mean_p_donor_steered,n_skipped,n_skipped_same_target_token,n_skipped_source_missing_output_role,n_skipped_source_no_usable_clt_features,n_skipped_donor_missing_output_role,n_skipped_donor_no_usable_clt_features
0,capital_country,-2.0,0.0,50,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7554055804014206,0.3136004501296677,0.0009026741714106423,0.000364297306907329,0,0,0,0,0,0
