normalization,graph_file,graph_stem,graph_path,status,labelled_supernodes,num_supernodes,labeled_summary_graph_path,summary_graph_path,model_name,temperature,label_scheme
,009.pt,009,dataset/analogies/009.pt,skipped_existing,16,19,labeled_summary/entmax/alpha_0.50/node_0.02/009_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/009_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,010.pt,010,dataset/analogies/010.pt,skipped_existing,12,16,labeled_summary/entmax/alpha_0.50/node_0.02/010_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/010_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,012.pt,012,dataset/analogies/012.pt,skipped_existing,16,21,labeled_summary/entmax/alpha_0.50/node_0.02/012_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/012_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,013.pt,013,dataset/analogies/013.pt,skipped_existing,9,12,labeled_summary/entmax/alpha_0.50/node_0.02/013_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/013_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,014.pt,014,dataset/analogies/014.pt,skipped_existing,11,14,labeled_summary/entmax/alpha_0.50/node_0.02/014_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/014_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,015.pt,015,dataset/analogies/015.pt,skipped_existing,11,22,labeled_summary/entmax/alpha_0.50/node_0.02/015_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/015_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,016.pt,016,dataset/analogies/016.pt,skipped_existing,9,12,labeled_summary/entmax/alpha_0.50/node_0.02/016_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/016_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,017.pt,017,dataset/analogies/017.pt,skipped_existing,13,15,labeled_summary/entmax/alpha_0.50/node_0.02/017_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/017_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,018.pt,018,dataset/analogies/018.pt,skipped_existing,11,14,labeled_summary/entmax/alpha_0.50/node_0.02/018_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/018_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,019.pt,019,dataset/analogies/019.pt,skipped_existing,12,15,labeled_summary/entmax/alpha_0.50/node_0.02/019_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/019_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
,020.pt,020,dataset/analogies/020.pt,skipped_existing,15,23,labeled_summary/entmax/alpha_0.50/node_0.02/020_labeled_summary_graph.pt,summary_graphs/entmax/alpha_0.50/node_0.02/020_summary_graph.pt,gemma-4-31b-it,0.2,one_pass
