graph_stem,summary_graph_path,prune_graph_path,solver,matched_k,num_nodes,n_supernodes,n_superedges,L,L_atom,L_atom_norm,sil_raw,sil_norm,L_causal,internalized_mass_fraction,dag_removed_mass_fraction,final_retained_mass_fraction,raw_superedge_mass,final_superedge_mass,total_fine_edge_mass
002,summary_graphs/entmax/alpha_0.50/node_0.02/002_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/002_prune_graph.pt,baseline-kmeans,13,48,15,90,0.24545159251746196,-140.47251892089844,0.3530647884746552,0.5623553616665165,0.7811776808332582,0.13783839656026867,0.13783839656026867,0.19235149898928303,0.5901119114856815,207.18738555908203,167.33458137512207,283.56414794921875
002,summary_graphs/entmax/alpha_0.50/node_0.02/002_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/002_prune_graph.pt,baseline-spectral-adj,13,48,15,85,0.34621263948298014,-21.15831184387207,0.5156676398662474,-0.47465321977412817,0.2626733901129359,0.1767576390997129,0.1767576390997129,0.28262756105527964,0.4356619336556954,172.20915985107422,123.53810501098633,283.56414794921875
002,summary_graphs/entmax/alpha_0.50/node_0.02/002_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/002_prune_graph.pt,baseline-random-same-size,13,48,15,81,0.3043573099682073,1.6843726634979248,0.5467979238408943,-0.7146867826318296,0.1426566086840852,0.06191669609552036,0.06191669609552036,0.31816853787517285,0.4373111378490566,181.87157249450684,124.0057601928711,283.56414794921875
003,summary_graphs/entmax/alpha_0.50/node_0.02/003_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/003_prune_graph.pt,ours-summary,15,36,19,159,0.3083547235576323,-110.44953918457031,0.5672021790868846,0.22106089427941814,0.610530447139709,0.049507268028379986,0.049507268028379986,0.09812870693938247,0.7608731778497742,184.83176803588867,166.69446563720703,219.08311462402344
003,summary_graphs/entmax/alpha_0.50/node_0.02/003_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/003_prune_graph.pt,baseline-spectral-cosine,15,36,19,143,0.4014862108922367,-50.10427474975586,0.741742561599287,-0.12576642770099294,0.43711678614950356,0.06122986018518639,0.06122986018518639,0.15421078737103885,0.6982471969477841,180.86559677124023,152.97417068481445,219.08311462402344
003,summary_graphs/entmax/alpha_0.50/node_0.02/003_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/003_prune_graph.pt,baseline-kmeans,15,36,19,158,0.3295421381025533,-112.01737976074219,0.5626674165906018,0.4054758642638775,0.7027379321319387,0.0964168596145048,0.0964168596145048,0.05970148250979155,0.7798273813084998,181.69443893432617,170.8470115661621,219.08311462402344
003,summary_graphs/entmax/alpha_0.50/node_0.02/003_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/003_prune_graph.pt,baseline-spectral-adj,15,36,19,150,0.5203413892486582,-15.545485496520996,0.8416989660918044,-0.334353856609882,0.332823071695059,0.19898381240551216,0.19898381240551216,0.2406693405922798,0.42215504208121685,121.80074691772461,92.48704147338867,219.08311462402344
003,summary_graphs/entmax/alpha_0.50/node_0.02/003_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/003_prune_graph.pt,baseline-random-same-size,15,36,19,149,0.4377917395852148,-42.323543548583984,0.7642472528166061,-0.5817968371484094,0.20910158142579532,0.11133622635382345,0.11133622635382345,0.1962703118339237,0.557107581221704,151.85810089111328,122.05286407470703,219.08311462402344
004,summary_graphs/entmax/alpha_0.50/node_0.02/004_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/004_prune_graph.pt,ours-summary,14,42,17,125,0.22764010133235718,-104.8340072631836,0.40543768611494135,-0.2235524210823658,0.3882237894588171,0.04984251654977298,0.04984251654977298,0.09544074709160855,0.7097840575116399,174.89370727539062,158.20172119140625,222.88711547851562
004,summary_graphs/entmax/alpha_0.50/node_0.02/004_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/004_prune_graph.pt,baseline-spectral-cosine,14,42,17,117,0.2545502514897241,-106.44999694824219,0.40211470312507747,0.004122649523852865,0.5020613247619264,0.10698579985437077,0.10698579985437077,0.3115721370863583,0.4833340635703249,156.48543739318848,107.72893524169922,222.88711547851562
004,summary_graphs/entmax/alpha_0.50/node_0.02/004_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/004_prune_graph.pt,baseline-kmeans,14,42,17,124,0.28811572820678877,-63.68998718261719,0.4900423152731648,0.47781868128966715,0.7389093406448336,0.08618914114041275,0.08618914114041275,0.14498209868842263,0.6550516083583838,170.75965690612793,146.0025634765625,222.88711547851562
004,summary_graphs/entmax/alpha_0.50/node_0.02/004_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/004_prune_graph.pt,baseline-spectral-adj,14,42,17,122,0.4047561630337975,-14.27852725982666,0.5916473537720874,-0.5689093335253527,0.21554533323732367,0.21786497229550764,0.21786497229550764,0.16498377507485962,0.4274819214999798,114.10582160949707,95.28021240234375,222.88711547851562
004,summary_graphs/entmax/alpha_0.50/node_0.02/004_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/004_prune_graph.pt,baseline-random-same-size,14,42,17,105,0.3613690909198455,-9.509282112121582,0.6014543988625061,-0.6937032100691132,0.1531483949654434,0.12128378297718492,0.12128378297718492,0.36084941672936033,0.38288252894305724,133.52030754089355,85.3395824432373,222.88711547851562
005,summary_graphs/entmax/alpha_0.50/node_0.02/005_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/005_prune_graph.pt,ours-summary,12,39,19,150,0.28306045161419563,-96.33943176269531,0.5167069471742592,-0.052144950160549985,0.473927524919725,0.04941395605413198,0.04941395605413198,0.1356693674121014,0.6858064497788947,199.1087245941162,172.09576988220215,250.93927001953125
005,summary_graphs/entmax/alpha_0.50/node_0.02/005_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/005_prune_graph.pt,baseline-spectral-cosine,12,39,19,141,0.3404569236342682,-65.76119232177734,0.5969519569855755,-0.13060092047959282,0.4346995397602036,0.08396189028296101,0.08396189028296101,0.1543725909931464,0.6136585128225522,182.10268211364746,153.9910192489624,250.93927001953125
005,summary_graphs/entmax/alpha_0.50/node_0.02/005_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/005_prune_graph.pt,baseline-kmeans,12,39,19,147,0.3768041242537856,-68.11955261230469,0.5907630434605027,0.39306070924127234,0.6965303546206362,0.16284520504706854,0.16284520504706854,0.1983304464860685,0.5739783098546501,179.66716766357422,144.03369808197021,250.93927001953125
005,summary_graphs/entmax/alpha_0.50/node_0.02/005_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/005_prune_graph.pt,baseline-spectral-adj,12,39,19,142,0.45872476218999875,-14.246237754821777,0.7321402572132915,-0.4154068217699757,0.29229658911501216,0.185309267166706,0.185309267166706,0.2603636779461559,0.3852884899422069,130.7183132171631,96.6840124130249,250.93927001953125
005,summary_graphs/entmax/alpha_0.50/node_0.02/005_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/005_prune_graph.pt,baseline-random-same-size,12,39,19,141,0.3687441036563037,-38.177860260009766,0.6693375827947428,-0.5627896315396443,0.21860518423017783,0.06815062451786463,0.06815062451786463,0.28314465020405866,0.4230641092341299,148.09598445892334,106.16339874267578,250.93927001953125
006,summary_graphs/entmax/alpha_0.50/node_0.02/006_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/006_prune_graph.pt,ours-summary,11,42,13,74,0.19686670522699656,-116.26702880859375,0.3439894826123461,-0.035265512858599454,0.48236724357070027,0.04974392784164703,0.04974392784164703,0.09099687396209322,0.7413626543285282,198.65548658370972,180.57845830917358,243.576416015625
006,summary_graphs/entmax/alpha_0.50/node_0.02/006_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/006_prune_graph.pt,baseline-spectral-cosine,11,42,13,68,0.21029858162844378,-165.01177978515625,0.2562346310557857,0.4067943598502556,0.7033971799251277,0.1643625322011019,0.1643625322011019,0.18525023636395016,0.5728970647259567,171.2724814414978,139.54421377182007,243.576416015625
006,summary_graphs/entmax/alpha_0.50/node_0.02/006_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/006_prune_graph.pt,baseline-kmeans,11,42,13,73,0.24429208073722403,-93.81392669677734,0.3844116670085803,0.5917158021457352,0.7958579010728676,0.10417249446586775,0.10417249446586775,0.21019905730746974,0.6082792059010874,187.59469747543335,148.16246891021729,243.576416015625
006,summary_graphs/entmax/alpha_0.50/node_0.02/006_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/006_prune_graph.pt,baseline-spectral-adj,11,42,13,65,0.3482955841860097,-24.531435012817383,0.5091404665049728,-0.4497607330327078,0.2751196334836461,0.18745070186704663,0.18745070186704663,0.3236343168515303,0.40119039514380234,144.47882413864136,97.72051858901978,243.576416015625
006,summary_graphs/entmax/alpha_0.50/node_0.02/006_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/006_prune_graph.pt,baseline-random-same-size,11,42,13,72,0.3243284498835763,-10.537128448486328,0.5343343546057084,-0.6534510767993853,0.17327446160030735,0.11432254516144409,0.11432254516144409,0.15419527478811423,0.5450433862813211,156.96260690689087,132.75971460342407,243.576416015625
