graph_stem,summary_graph_path,prune_graph_path,solver,matched_k,num_nodes,n_supernodes,n_superedges,L,L_atom,L_atom_norm,sil_raw,sil_norm,L_causal,internalized_mass_fraction,dag_removed_mass_fraction,final_retained_mass_fraction,raw_superedge_mass,final_superedge_mass,total_fine_edge_mass
025,summary_graphs/entmax/alpha_0.50/node_0.02/025_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/025_prune_graph.pt,baseline-kmeans,14,38,24,227,0.3322830871083966,-53.68267822265625,0.5529672598711892,0.24458470027505724,0.6222923501375286,0.111598914345604,0.111598914345604,0.1222619184656738,0.6795029100517982,163.0153946876526,143.08481979370117,210.57278442382812
025,summary_graphs/entmax/alpha_0.50/node_0.02/025_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/025_prune_graph.pt,baseline-spectral-adj,14,38,24,220,0.42752301573246054,-11.251483917236328,0.6741128289256431,-0.3950587977708336,0.30247060111458324,0.18093320253927808,0.18093320253927808,0.3030247804446563,0.39555542467886823,119.50669813156128,83.2932071685791,210.57278442382812
025,summary_graphs/entmax/alpha_0.50/node_0.02/025_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/025_prune_graph.pt,baseline-random-same-size,14,38,24,224,0.36878518961668766,-25.054378509521484,0.6347040067836626,-0.5113382697860632,0.2443308651069684,0.10286637244971276,0.10286637244971276,0.34657407130954815,0.4101972568419442,132.190007686615,86.37637853622437,210.57278442382812
026,summary_graphs/entmax/alpha_0.50/node_0.02/026_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/026_prune_graph.pt,ours-summary,11,44,13,72,0.20341448304873042,-127.30328369140625,0.35696328002014466,0.017313781912431676,0.5086568909562158,0.04986568607731618,0.04986568607731618,0.15216161622523175,0.6798569725412681,193.82570266723633,164.33287048339844,241.71682739257812
026,summary_graphs/entmax/alpha_0.50/node_0.02/026_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/026_prune_graph.pt,baseline-spectral-cosine,11,44,13,67,0.22272234935557114,-130.61044311523438,0.3505815325733854,0.15496900833281047,0.5774845041664052,0.09486316613775686,0.09486316613775686,0.1701685843753787,0.620165566852011,180.64446640014648,149.9044532775879,241.71682739257812
026,summary_graphs/entmax/alpha_0.50/node_0.02/026_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/026_prune_graph.pt,baseline-kmeans,11,44,13,70,0.20466492830074012,-145.73825073242188,0.32138992356472146,0.6455800407910784,0.8227900203955392,0.08793993303675876,0.08793993303675876,0.10248949232949099,0.6928291808791203,186.59221267700195,167.4684715270996,241.71682739257812
026,summary_graphs/entmax/alpha_0.50/node_0.02/026_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/026_prune_graph.pt,baseline-spectral-adj,11,44,13,69,0.3997455201086873,-28.824909210205078,0.5469937749850363,-0.3543385636761535,0.3228307181619232,0.2524972652323383,0.2524972652323383,0.26706050692737937,0.36803118952066244,121.37336349487305,88.95933151245117,241.71682739257812
026,summary_graphs/entmax/alpha_0.50/node_0.02/026_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/026_prune_graph.pt,baseline-random-same-size,11,44,13,64,0.33613976354959196,-15.719816207885742,0.5722822652204524,-0.6176859583303052,0.19115702083484742,0.09999726187873152,0.09999726187873152,0.26409102105287413,0.42996323058282243,141.2258186340332,103.92934799194336,241.71682739257812
027,summary_graphs/entmax/alpha_0.50/node_0.02/027_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/027_prune_graph.pt,ours-summary,15,46,20,178,0.29715142198468764,-127.93635559082031,0.5446455052475433,0.020578721505325852,0.510289360752663,0.04965733872183198,0.04965733872183198,0.051946116936052764,0.7381430982217935,203.79105520248413,193.2049012184143,261.7445068359375
027,summary_graphs/entmax/alpha_0.50/node_0.02/027_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/027_prune_graph.pt,baseline-spectral-cosine,15,46,20,177,0.37138118960434524,-91.24994659423828,0.6126615234741659,-0.02827758505361571,0.48586120747319217,0.13010085573452454,0.13010085573452454,0.12040449690310649,0.6076967584900693,180.8345856666565,159.061288356781,261.7445068359375
027,summary_graphs/entmax/alpha_0.50/node_0.02/027_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/027_prune_graph.pt,baseline-kmeans,15,46,20,170,0.36717658308724055,-100.6788558959961,0.5951805003924894,0.40310658765070234,0.7015532938253511,0.13917266578199175,0.13917266578199175,0.2170934555659148,0.5408124771769196,180.806631565094,141.55469512939453,261.7445068359375
027,summary_graphs/entmax/alpha_0.50/node_0.02/027_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/027_prune_graph.pt,baseline-spectral-adj,15,46,20,171,0.47065817963060014,-17.468387603759766,0.7494513806039775,-0.41123228675709667,0.29438385662145167,0.19186497865722277,0.19186497865722277,0.20708106581212993,0.407080890928528,134.37841176986694,106.55118703842163,261.7445068359375
027,summary_graphs/entmax/alpha_0.50/node_0.02/027_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/027_prune_graph.pt,baseline-random-same-size,15,46,20,164,0.4183016704687378,-39.89929962158203,0.7078648252503088,-0.5952684508310144,0.20236577458449279,0.12873851568716677,0.12873851568716677,0.3506711568520719,0.38816181977893033,156.46805953979492,101.59922409057617,261.7445068359375
028,summary_graphs/entmax/alpha_0.50/node_0.02/028_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/028_prune_graph.pt,ours-summary,13,41,15,89,0.27846950530341114,-82.1234359741211,0.5073511474526979,-0.16790702628520798,0.416046486857396,0.049587863154124306,0.049587863154124306,0.18165626218651276,0.6673321939795097,172.00787353515625,140.76156616210938,210.93177795410156
028,summary_graphs/entmax/alpha_0.50/node_0.02/028_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/028_prune_graph.pt,baseline-spectral-cosine,13,41,15,95,0.28431558864249706,-114.473388671875,0.4388675794673595,0.019954627118482726,0.5099773135592414,0.12976359781763458,0.12976359781763458,0.09601503221913074,0.6474419155612222,151.0711784362793,136.5660743713379,210.93177795410156
028,summary_graphs/entmax/alpha_0.50/node_0.02/028_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/028_prune_graph.pt,baseline-kmeans,13,41,15,92,0.28427653711907497,-100.94512939453125,0.4675063480340347,0.5301489331013752,0.7650744665506877,0.10104672620411528,0.10104672620411528,0.12465398326105687,0.7006653283780484,168.83904266357422,147.79258346557617,210.93177795410156
028,summary_graphs/entmax/alpha_0.50/node_0.02/028_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/028_prune_graph.pt,baseline-spectral-adj,13,41,15,92,0.3897518385060464,-22.291120529174805,0.6340136139682073,-0.39297044525384084,0.3035147773730796,0.14549006304388548,0.14549006304388548,0.20730446871078695,0.4886790006239319,130.03470611572266,103.07793045043945,210.93177795410156
028,summary_graphs/entmax/alpha_0.50/node_0.02/028_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/028_prune_graph.pt,baseline-random-same-size,13,41,15,91,0.36841013884293217,-13.214591979980469,0.6532282718410876,-0.6886807240473088,0.15565963797634558,0.08359200584477681,0.08359200584477681,0.18606975686168892,0.5539857309497328,143.56659698486328,116.85319519042969,210.93177795410156
029,summary_graphs/entmax/alpha_0.50/node_0.02/029_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/029_prune_graph.pt,ours-summary,14,37,20,169,0.24693793393254357,-69.92449951171875,0.44462282679416376,0.03703320946562055,0.5185166047328102,0.04925304107092336,0.04925304107092336,0.1409528489412734,0.680394065209898,144.2422971725464,123.91093444824219,182.11642456054688
029,summary_graphs/entmax/alpha_0.50/node_0.02/029_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/029_prune_graph.pt,baseline-spectral-cosine,14,37,20,166,0.28375281383018264,-39.72519302368164,0.5291279969551271,-0.11692602105105859,0.44153698947447073,0.038377630705238155,0.038377630705238155,0.12265089441088642,0.6839505935058217,141.97157764434814,124.55863666534424,182.11642456054688
029,summary_graphs/entmax/alpha_0.50/node_0.02/029_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/029_prune_graph.pt,baseline-kmeans,14,37,20,165,0.2781853158739786,-58.2677001953125,0.47724154809957187,0.39535623368933387,0.697678116844667,0.07912908364838535,0.07912908364838535,0.0980995364884949,0.6998158522006619,141.31045055389404,127.44796085357666,182.11642456054688
029,summary_graphs/entmax/alpha_0.50/node_0.02/029_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/029_prune_graph.pt,baseline-spectral-adj,14,37,20,159,0.3996738890801962,-5.933035373687744,0.6236869434168245,-0.5565808325056825,0.22170958374715877,0.17566083474356792,0.17566083474356792,0.29892716866780683,0.43805392431384793,113.79247760772705,79.7768144607544,182.11642456054688
029,summary_graphs/entmax/alpha_0.50/node_0.02/029_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/029_prune_graph.pt,baseline-random-same-size,14,37,20,164,0.36524491051898417,-6.766458034515381,0.6213548266606047,-0.5898429918825552,0.2050785040587224,0.10913499437736361,0.10913499437736361,0.23711642850332654,0.48768215788414454,116.42003345489502,88.81493091583252,182.11642456054688
030,summary_graphs/entmax/alpha_0.50/node_0.02/030_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/030_prune_graph.pt,ours-summary,10,40,12,60,0.1760417745503937,-115.24517059326172,0.30471575488524777,0.05878899252304113,0.5293944962615206,0.047367794215539626,0.047367794215539626,0.11485682088132035,0.7343249661688604,173.35665130615234,153.4454574584961,208.96124267578125
030,summary_graphs/entmax/alpha_0.50/node_0.02/030_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/030_prune_graph.pt,baseline-spectral-cosine,10,40,12,60,0.2421301865681854,-103.35368347167969,0.3288848949511395,0.081191432652536,0.540595716326268,0.15537547818523137,0.15537547818523137,0.24161080911783694,0.4982708366375834,137.29005432128906,104.11929321289062,208.96124267578125
030,summary_graphs/entmax/alpha_0.50/node_0.02/030_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/030_prune_graph.pt,baseline-kmeans,10,40,12,52,0.22927602450441242,-73.32058715820312,0.3899264257286779,0.6031227370537663,0.8015613685268832,0.06862562328014696,0.06862562328014696,0.4386097603022571,0.4604878869477667,171.40326690673828,96.22412109375,208.96124267578125
030,summary_graphs/entmax/alpha_0.50/node_0.02/030_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/030_prune_graph.pt,baseline-spectral-adj,10,40,12,50,0.4185285210852174,-4.877106189727783,0.5290360900849089,-0.5571240103955301,0.22143799480223497,0.3080209520855258,0.3080209520855258,0.42011103693679996,0.22505400714623494,81.0975341796875,47.027565002441406,208.96124267578125
030,summary_graphs/entmax/alpha_0.50/node_0.02/030_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/030_prune_graph.pt,baseline-random-same-size,10,40,12,56,0.31310820256911837,-0.3487585783004761,0.5382398519508366,-0.702346907636873,0.1488265461815635,0.08797655318740012,0.08797655318740012,0.38377644644185155,0.36579249718353757,124.0401382446289,76.43645477294922,208.96124267578125
031,summary_graphs/entmax/alpha_0.50/node_0.02/031_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/031_prune_graph.pt,ours-summary,10,42,16,99,0.20631735702029633,-76.29588317871094,0.36310571220895665,-0.13105139024833234,0.4344743048758338,0.049529001831636,0.049529001831636,0.21731777189091017,0.6106932294733405,172.0716781616211,134.6774444580078,220.53207397460938
031,summary_graphs/entmax/alpha_0.50/node_0.02/031_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/031_prune_graph.pt,baseline-spectral-cosine,10,42,16,100,0.24997964106848097,-49.844459533691406,0.4332167350795677,-0.004939455084135804,0.4975302724579321,0.06674254705739423,0.06674254705739423,0.14217514980298168,0.6311417553289019,162.25573348999023,139.1870002746582,220.53207397460938
031,summary_graphs/entmax/alpha_0.50/node_0.02/031_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/031_prune_graph.pt,baseline-kmeans,10,42,16,96,0.25687677176968726,-80.63138580322266,0.35161418909398107,0.49519342260489385,0.7475967113024469,0.16213935444539349,0.16213935444539349,0.32036987228606667,0.443246286703121,143.82826614379883,97.7500228881836,220.53207397460938
031,summary_graphs/entmax/alpha_0.50/node_0.02/031_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/031_prune_graph.pt,baseline-spectral-adj,10,42,16,99,0.3875750637323042,-15.336658477783203,0.5246816668686186,-0.3187313682431937,0.34063431587840315,0.25046846059598976,0.25046846059598976,0.24394913210249122,0.35835601638161213,104.5286750793457,79.02899551391602,220.53207397460938
031,summary_graphs/entmax/alpha_0.50/node_0.02/031_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/031_prune_graph.pt,baseline-random-same-size,10,42,16,102,0.30857818889739297,-4.921153545379639,0.5522885898993729,-0.5372947578613941,0.23135262106930293,0.06486778789541306,0.06486778789541306,0.2610303816732275,0.47158712954384585,140.73662185668945,104.00008773803711,220.53207397460938
032,summary_graphs/entmax/alpha_0.50/node_0.02/032_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/032_prune_graph.pt,ours-summary,8,41,10,41,0.17450558645187508,-100.91075897216797,0.29984535677973617,0.0025372518285257744,0.5012686259142629,0.04916581612401401,0.04916581612401401,0.04395611129139628,0.7098140472180965,124.5103759765625,119.03738403320312,167.70220947265625
032,summary_graphs/entmax/alpha_0.50/node_0.02/032_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/032_prune_graph.pt,baseline-spectral-cosine,8,41,10,41,0.1872120416428304,-134.8023681640625,0.23218297713361583,0.23919802463934983,0.619599012319675,0.14224110615204497,0.14224110615204497,0.15024549236281592,0.5548727304556321,109.50619506835938,93.05338287353516,167.70220947265625
032,summary_graphs/entmax/alpha_0.50/node_0.02/032_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/032_prune_graph.pt,baseline-kmeans,8,41,10,34,0.21780722727897528,-100.90023803710938,0.29986634590170486,0.6538022102722834,0.8269011051361417,0.13574810865624573,0.13574810865624573,0.26673442354901616,0.5226938059049371,119.5431900024414,87.65690612792969,167.70220947265625
032,summary_graphs/entmax/alpha_0.50/node_0.02/032_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/032_prune_graph.pt,baseline-spectral-adj,8,41,10,35,0.383078481643639,-4.728050708770752,0.49186779667956354,-0.38330944188331506,0.30834527905834247,0.2742891666077144,0.2742891666077144,0.28431192176128167,0.2953656383512645,69.21097564697266,49.533470153808594,167.70220947265625
032,summary_graphs/entmax/alpha_0.50/node_0.02/032_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/032_prune_graph.pt,baseline-random-same-size,8,41,10,39,0.3095511084538012,12.330740928649902,0.5259245205584946,-0.5329075986975562,0.2335462006512219,0.09317769634910775,0.09317769634910775,0.3078947208102242,0.3721241610506207,90.16842651367188,62.406044006347656,167.70220947265625
033,summary_graphs/entmax/alpha_0.50/node_0.02/033_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/033_prune_graph.pt,ours-summary,9,43,13,68,0.18054386757844754,-119.47431945800781,0.3117837402333987,0.24424037394828785,0.622120186974144,0.04930399492349638,0.04930399492349638,0.09047723506993793,0.7003006009599146,168.70232105255127,153.43860149383545,219.10391235351562
033,summary_graphs/entmax/alpha_0.50/node_0.02/033_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/033_prune_graph.pt,baseline-spectral-cosine,9,43,13,72,0.16822579541037486,-167.10325622558594,0.22652254418550224,0.3246984848361609,0.6623492424180805,0.10992904663524745,0.10992904663524745,0.14419320084589343,0.616801241594758,157.9136381149292,135.14356517791748,219.10391235351562
033,summary_graphs/entmax/alpha_0.50/node_0.02/033_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/033_prune_graph.pt,baseline-kmeans,9,43,13,68,0.19442840056101454,-114.44599151611328,0.3207850309199909,0.6393440918239928,0.8196720459119964,0.0680717702020382,0.0680717702020382,0.19927484840143278,0.6369168901471768,174.28075313568115,139.55098247528076,219.10391235351562
033,summary_graphs/entmax/alpha_0.50/node_0.02/033_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/033_prune_graph.pt,baseline-spectral-adj,9,43,13,63,0.3961951324012012,-9.747262954711914,0.5082075998309968,-0.5418984341736206,0.2290507829131897,0.28418266497140554,0.28418266497140554,0.34512256644667566,0.2610316689780777,87.33399105072021,57.19305992126465,219.10391235351562
033,summary_graphs/entmax/alpha_0.50/node_0.02/033_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/033_prune_graph.pt,baseline-random-same-size,9,43,13,65,0.29693809536392374,-7.812788009643555,0.5116705361042068,-0.5653978491329853,0.21730107543350735,0.08220565462364067,0.08220565462364067,0.23540570856432683,0.39567126817842285,113.38447570800781,86.69312286376953,219.10391235351562
034,summary_graphs/entmax/alpha_0.50/node_0.02/034_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/034_prune_graph.pt,ours-summary,10,39,13,67,0.1833001739914437,-74.81562042236328,0.31710170662758513,-0.10228204230921623,0.4488589788453919,0.04949864135530225,0.04949864135530225,0.1892327110909621,0.593199558199256,122.64849090576172,99.43938446044922,167.63226318359375
034,summary_graphs/entmax/alpha_0.50/node_0.02/034_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/034_prune_graph.pt,baseline-spectral-cosine,10,39,13,68,0.20438104553069497,-80.33413696289062,0.3022397863863633,0.15793886584790215,0.5789694329239511,0.10652230467502669,0.10652230467502669,0.21431846405415914,0.5276069939526384,112.5697250366211,88.44395446777344,167.63226318359375
034,summary_graphs/entmax/alpha_0.50/node_0.02/034_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/034_prune_graph.pt,baseline-kmeans,10,39,13,71,0.21799112438247803,-56.55247116088867,0.36628621525014243,0.5483680527540549,0.7741840263770274,0.06969603351481365,0.06969603351481365,0.18088310424258683,0.6186551674921454,126.60777282714844,103.7065658569336,167.63226318359375
034,summary_graphs/entmax/alpha_0.50/node_0.02/034_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/034_prune_graph.pt,baseline-spectral-adj,10,39,13,66,0.3963452665098892,-0.7179133892059326,0.5166542728809174,-0.430494815216827,0.2847525923915865,0.276036260138861,0.276036260138861,0.24465452282319777,0.3062373861591189,67.96263122558594,51.33526611328125,167.63226318359375
034,summary_graphs/entmax/alpha_0.50/node_0.02/034_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/034_prune_graph.pt,baseline-random-same-size,10,39,13,65,0.2864622597239429,-8.182387351989746,0.49655168389468635,-0.5674756191633319,0.21626219041833405,0.07637283555319942,0.07637283555319942,0.3445860906251962,0.3459382385571095,88.47906494140625,57.99040985107422,167.63226318359375
035,summary_graphs/entmax/alpha_0.50/node_0.02/035_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/035_prune_graph.pt,ours-summary,8,44,10,43,0.18429327970126091,-106.99050903320312,0.32008055914314176,-0.019402168087558156,0.49029891595622094,0.04850600025938007,0.04850600025938007,0.04540553127985656,0.7656581076246709,172.21755695343018,164.39792728424072,214.71453857421875
035,summary_graphs/entmax/alpha_0.50/node_0.02/035_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/035_prune_graph.pt,baseline-spectral-cosine,8,44,10,43,0.21201728044188672,-142.43267822265625,0.2591665974325471,0.03419852273870144,0.5170992613693507,0.1648679634512263,0.1648679634512263,0.1347879762013833,0.5870092494193241,145.67460536956787,126.03942012786865,214.71453857421875
035,summary_graphs/entmax/alpha_0.50/node_0.02/035_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/035_prune_graph.pt,baseline-kmeans,8,44,10,43,0.1970895855998777,-119.90803527832031,0.297879379897265,0.5813834947589271,0.7906917473794636,0.09629979130249039,0.09629979130249039,0.20039523589179348,0.6207205574702171,166.6795072555542,133.2777280807495,214.71453857421875
035,summary_graphs/entmax/alpha_0.50/node_0.02/035_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/035_prune_graph.pt,baseline-spectral-adj,8,44,10,41,0.38032209968587233,-7.406737327575684,0.49123359675866834,-0.3628828722989063,0.3185585638505468,0.2694106026130763,0.2694106026130763,0.31023852676110675,0.34524825992649555,107.47167491912842,74.12982082366943,214.71453857421875
035,summary_graphs/entmax/alpha_0.50/node_0.02/035_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/035_prune_graph.pt,baseline-random-same-size,8,44,10,38,0.3009741799766276,9.653118133544922,0.5205541415011132,-0.5374818798595687,0.23125906007021563,0.08139421845214201,0.08139421845214201,0.3836417627599633,0.3315269572282535,115.49072170257568,71.1836576461792,214.71453857421875
036,summary_graphs/entmax/alpha_0.50/node_0.02/036_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/036_prune_graph.pt,ours-summary,12,36,14,86,0.2375285280258129,-74.2095718383789,0.42556125950947316,-0.09508437238639819,0.4524578138068009,0.04949579654215262,0.04949579654215262,0.12351445137882361,0.7184925543655029,143.7138912677765,125.96314883232117,175.3158721923828
036,summary_graphs/entmax/alpha_0.50/node_0.02/036_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/036_prune_graph.pt,baseline-spectral-cosine,12,36,14,86,0.2886079535113507,-79.04562377929688,0.41250675099687384,0.19713105151315763,0.5985655257565788,0.16470915602582764,0.16470915602582764,0.13170405584584136,0.5866857857338625,118.45653653144836,102.85533022880554,175.3158721923828
036,summary_graphs/entmax/alpha_0.50/node_0.02/036_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/036_prune_graph.pt,baseline-kmeans,12,36,14,83,0.27787888748573963,-54.534400939941406,0.47867261644089754,0.6242320223543911,0.8121160111771956,0.07708515853058179,0.07708515853058179,0.18555259250138478,0.6685314053238691,143.90636563301086,117.20416641235352,175.3158721923828
036,summary_graphs/entmax/alpha_0.50/node_0.02/036_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/036_prune_graph.pt,baseline-spectral-adj,12,36,14,79,0.45445585485534357,-3.2165322303771973,0.6172005185292828,-0.6170867346529254,0.1914566326735373,0.2917111911814044,0.2917111911814044,0.14445716256082394,0.40138538218500525,82.25097012519836,70.36922836303711,175.3158721923828
036,summary_graphs/entmax/alpha_0.50/node_0.02/036_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/036_prune_graph.pt,baseline-random-same-size,12,36,14,77,0.374763036057815,-1.4466122388839722,0.6219783213504169,-0.6895683070156166,0.15521584649219172,0.1275477507652132,0.1275477507652132,0.3184474132414305,0.3970798712776995,102.14091372489929,69.61440396308899,175.3158721923828
037,summary_graphs/entmax/alpha_0.50/node_0.02/037_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/037_prune_graph.pt,ours-summary,9,45,11,52,0.2316955417869224,-127.91154479980469,0.41358020528584366,0.24554163718284666,0.6227708185914234,0.04981087828800114,0.04981087828800114,0.04869470177733429,0.7407220044464184,176.70820808410645,168.10345458984375,226.94540405273438
037,summary_graphs/entmax/alpha_0.50/node_0.02/037_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/037_prune_graph.pt,baseline-spectral-cosine,9,45,11,52,0.2580161913335591,-178.77188110351562,0.33213830689512347,-0.07314034907130926,0.46342982546434536,0.1838940757719947,0.1838940757719947,0.16747447255047912,0.5568888944694359,151.80720710754395,126.38337516784668,226.94540405273438
037,summary_graphs/entmax/alpha_0.50/node_0.02/037_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/037_prune_graph.pt,baseline-kmeans,9,45,11,42,0.24755436197988442,-137.26553344726562,0.3986017782630631,0.6638985850940906,0.8319492925470453,0.09650694569670575,0.09650694569670575,0.28785860194654045,0.5513435452636822,175.70230293273926,125.1248836517334,226.94540405273438
037,summary_graphs/entmax/alpha_0.50/node_0.02/037_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/037_prune_graph.pt,baseline-spectral-adj,9,45,11,49,0.432732544662647,-25.896202087402344,0.5769358162634818,-0.40668519556155047,0.29665740221922476,0.28852927306181214,0.28852927306181214,0.14377524528060107,0.39624008293096247,105.02483749389648,89.92486572265625,226.94540405273438
037,summary_graphs/entmax/alpha_0.50/node_0.02/037_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/037_prune_graph.pt,baseline-random-same-size,9,45,11,41,0.3504563488411312,-9.840673446655273,0.6026453163290617,-0.6165488436298981,0.19172557818505093,0.09826738135320062,0.09826738135320062,0.3591855846612007,0.3759864877476065,133.15618896484375,85.32840538024902,226.94540405273438
038,summary_graphs/entmax/alpha_0.50/node_0.02/038_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/038_prune_graph.pt,ours-summary,9,38,12,59,0.19557154470428867,-66.9798355102539,0.3414380981820885,-0.058633201198132125,0.47068339940093396,0.04970499122648883,0.04970499122648883,0.13023321025108311,0.6671280094950578,164.39191246032715,142.9826259613037,214.32562255859375
038,summary_graphs/entmax/alpha_0.50/node_0.02/038_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/038_prune_graph.pt,baseline-spectral-cosine,9,38,12,57,0.22050304553490785,-88.88052368164062,0.27638326350198616,0.18964523387976134,0.5948226169398807,0.16462282756782953,0.16462282756782953,0.19606670975220322,0.5259535709841148,140.21726417541504,112.72532653808594,214.32562255859375
038,summary_graphs/entmax/alpha_0.50/node_0.02/038_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/038_prune_graph.pt,baseline-kmeans,9,38,12,56,0.18179579424425452,-103.48829650878906,0.23299168550692845,0.6066973795106151,0.8033486897553075,0.13059990298158058,0.13059990298158058,0.20926291374666103,0.5476314629941356,148.43297004699707,117.3714542388916,214.32562255859375
038,summary_graphs/entmax/alpha_0.50/node_0.02/038_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/038_prune_graph.pt,baseline-spectral-adj,9,38,12,52,0.39286258505858324,-12.07241153717041,0.5045377080209658,-0.47576819614446747,0.26211590192776624,0.2811874620962007,0.2811874620962007,0.281980629579489,0.3435802724952307,102.55719947814941,73.6380558013916,214.32562255859375
038,summary_graphs/entmax/alpha_0.50/node_0.02/038_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/038_prune_graph.pt,baseline-random-same-size,9,38,12,54,0.3075102313650853,4.8886237144470215,0.5549194839430205,-0.4888902969043235,0.25555485154783825,0.06010097878715015,0.06010097878715015,0.27159146116852717,0.3829794709456983,112.68719291687012,82.08231353759766,214.32562255859375
039,summary_graphs/entmax/alpha_0.50/node_0.02/039_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/039_prune_graph.pt,ours-summary,11,47,13,71,0.1972672146997591,-134.51321411132812,0.3466398766602023,-0.17979130446202485,0.4101043477689876,0.04789455273931595,0.04789455273931595,0.13940202752243439,0.6675159747000939,167.03541946411133,143.7503433227539,215.35116577148438
039,summary_graphs/entmax/alpha_0.50/node_0.02/039_summary_graph.pt,pruned_graphs/entmax/alpha_0.50/node_0.02/039_prune_graph.pt,baseline-spectral-cosine,11,47,13,70,0.2317287244817376,-183.53759765625,0.27203116079892947,-0.06168177956789083,0.4691591102160546,0.19142628816454574,0.19142628816454574,0.22167878476212985,0.4766167586156956,131.8735408782959,102.63997459411621,215.35116577148438
